NAME_1,NAME_2,MU_GLOBAL,SAND_TOP,CLAY_TOP,SILT_TOP
Uttar Pradesh,Mirzapur,3812.0,,,
Uttar Pradesh,Moradabad,3675.0,,,
Uttar Pradesh,Muzaffarnagar,3810.0,,,
Uttar Pradesh,Pilibhit,3675.0,,,
Uttar Pradesh,Pratapgarh,3685.0,,,
Uttar Pradesh,Rae Bareli,3685.0,,,
Uttar Pradesh,Rampur,3675.0,,,
Uttar Pradesh,Saharanpur,3810.0,,,
Uttar Pradesh,Sambhal,3798.0,,,
Uttar Pradesh,Sant Kabir Nagar,3685.0,,,
Uttar Pradesh,Sant Ravi Das Nagar,3812.0,,,
Uttar Pradesh,Shahjahanpur,3675.0,,,
Uttar Pradesh,Shamli,3810.0,,,
Uttar Pradesh,Shravasti,3685.0,,,
Uttar Pradesh,Siddharth Nagar,3685.0,,,
Uttar Pradesh,Sitapur,3685.0,,,
Uttar Pradesh,Sonbhadra,3785.0,,,
Uttar Pradesh,Sultanpur,3685.0,,,
Uttar Pradesh,Unnao,3675.0,,,
Uttar Pradesh,Varanasi,3812.0,,,
Uttarakhand,Almora,3661.0,,,
Uttarakhand,Bageshwar,3661.0,,,
Uttarakhand,Chamoli,3717.0,,,
Uttarakhand,Champawat,3661.0,,,
Uttarakhand,Dehradun,3661.0,,,
Uttarakhand,Garhwal,3661.0,,,
Uttarakhand,Hardwar,3739.0,,,
Uttarakhand,Nainital,3661.0,,,
Uttarakhand,Pithoragarh,3717.0,,,
Uttarakhand,Rudraprayag,3717.0,,,
Uttarakhand,Tehri Garhwal,3661.0,,,
Uttarakhand,Udham Singh Nagar,3851.0,,,
Uttarakhand,Uttarkashi,3717.0,,,
West Bengal,Alipurduar,3683.0,,,
West Bengal,Bankura,3788.0,,,
West Bengal,Barddhaman,3808.0,,,
West Bengal,Birbhum,6666.0,,,
West Bengal,Dakshin Dinajpur,3705.0,,,
West Bengal,Darjiling,3639.0,,,
West Bengal,Haora,3681.0,,,
West Bengal,Hugli,3758.0,,,
West Bengal,Jalpaiguri,3850.0,,,
West Bengal,Koch Bihar,3703.0,,,
West Bengal,Kolkata,7001.0,,,
West Bengal,Maldah,3682.0,,,
West Bengal,Murshidabad,3808.0,,,
West Bengal,Nadia,3709.0,,,
West Bengal,North 24 Parganas,3762.0,,,
West Bengal,Pashchim Medinipur,6668.0,,,
West Bengal,Purba Medinipur,3762.0,,,
West Bengal,Puruliya,3788.0,,,
West Bengal,South 24 Parganas,3762.0,,,
West Bengal,Uttar Dinajpur,3682.0,,,
